isColor,director_name,num_critic_for_reviews,duration,actor1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,facenumber_in_poster,isInUSA,country,content_rating,budget,title_year,imdb_score,aspect_ratio
bool,String,int,int,int,double,String,String,int,int,bool,String,String,double,int,double,double
TRUE,James_Cameron,723,178,1000,760505847,CCH_Pounder,Avatar,886204,0,TRUE,USA,PG-13,237000000,2009,7.9,1.78
TRUE,Gore_Verbinski,302,169,40000,309404152,Johnny_Depp,Pirates_of_the_Caribbean_At_World's_End,471220,0,TRUE,USA,PG-13,300000000,2007,7.1,2.35
TRUE,Sam_Mendes,602,148,11000,200074175,Christoph_Waltz,Spectre,275868,1,TRUE,UK,PG-13,245000000,2015,6.8,2.35
TRUE,Christopher_Nolan,813,164,27000,448130642,Tom_Hardy,The_Dark_Knight_Rises,1144337,0,TRUE,USA,PG-13,250000000,2012,8.5,2.35
TRUE,Andrew_Stanton,462,132,640,73058679,Daryl_Sabara,John_Carter,212204,1,TRUE,USA,PG-13,263700000,2012,6.6,2.35
TRUE,Sam_Raimi,392,156,24000,336530303,J.K._Simmons,Spider-Man_3,383056,0,TRUE,USA,PG-13,258000000,2007,6.2,2.35
TRUE,Nathan_Greno,324,100,799,200807262,Brad_Garrett,Tangled,294810,1,TRUE,USA,PG,260000000,2010,7.8,1.85
TRUE,Joss_Whedon,635,141,26000,458991599,Chris_Hemsworth,Avengers_Age_of_Ultron,462669,4,TRUE,USA,PG-13,250000000,2015,7.5,2.35
TRUE,David_Yates,375,153,25000,301956980,Alan_Rickman,Harry_Potter_and_the_Half-Blood_Prince,321795,3,TRUE,UK,PG,250000000,2009,7.5,2.35
TRUE,Zack_Snyder,673,183,15000,330249062,Henry_Cavill,Batman_v_Superman_Dawn_of_Justice,371639,0,TRUE,USA,PG-13,250000000,2016,6.9,2.35
TRUE,Bryan_Singer,434,169,18000,200069408,Kevin_Spacey,Superman_Returns,240396,0,TRUE,USA,PG-13,209000000,2006,6.1,2.35
TRUE,Marc_Forster,403,106,451,168368427,Giancarlo_Giannini,Quantum_of_Solace,330784,1,TRUE,UK,PG-13,200000000,2008,6.7,2.35
TRUE,Gore_Verbinski,313,151,40000,423032628,Johnny_Depp,Pirates_of_the_Caribbean_Dead_Man's_Chest,522040,2,TRUE,USA,PG-13,225000000,2006,7.3,2.35
TRUE,Gore_Verbinski,450,150,40000,89289910,Johnny_Depp,The_Lone_Ranger,181792,1,TRUE,USA,PG-13,215000000,2013,6.5,2.35
TRUE,Zack_Snyder,733,143,15000,291021565,Henry_Cavill,Man_of_Steel,548573,0,TRUE,USA,PG-13,225000000,2013,7.2,2.35
TRUE,Andrew_Adamson,258,150,22000,141614023,Peter_Dinklage,The_Chronicles_of_Narnia_Prince_Caspian,149922,4,TRUE,USA,PG,225000000,2008,6.6,2.35
TRUE,Joss_Whedon,703,173,26000,623279547,Chris_Hemsworth,The_Avengers,995415,3,TRUE,USA,PG-13,220000000,2012,8.1,1.85
TRUE,Rob_Marshall,448,136,40000,241063875,Johnny_Depp,Pirates_of_the_Caribbean_On_Stranger_Tides,370704,4,TRUE,USA,PG-13,250000000,2011,6.7,2.35
TRUE,Barry_Sonnenfeld,451,106,10000,179020854,Will_Smith,Men_in_Black_3,268154,1,TRUE,USA,PG-13,225000000,2012,6.8,1.85
TRUE,Peter_Jackson,422,164,5000,255108370,Aidan_Turner,The_Hobbit_The_Battle_of_the_Five_Armies,354228,0,TRUE,New Zealand,PG-13,250000000,2014,7.5,2.35
TRUE,Marc_Webb,599,153,15000,262030663,Emma_Stone,The_Amazing_Spider-Man,451803,0,TRUE,USA,PG-13,230000000,2012,7,2.35
TRUE,Ridley_Scott,343,156,891,105219735,Mark_Addy,Robin_Hood,211765,0,TRUE,USA,PG-13,200000000,2010,6.7,2.35
TRUE,Peter_Jackson,509,186,5000,258355354,Aidan_Turner,The_Hobbit_The_Desolation_of_Smaug,483540,6,TRUE,USA,PG-13,225000000,2013,7.9,2.35
TRUE,Chris_Weitz,251,113,16000,70083519,Christopher_Lee,The_Golden_Compass,149019,2,TRUE,USA,PG-13,180000000,2007,6.1,2.35
TRUE,Peter_Jackson,446,201,6000,218051260,Naomi_Watts,King_Kong,316018,0,TRUE,New Zealand,PG-13,207000000,2005,7.2,2.35
TRUE,James_Cameron,315,194,29000,658672302,Leonardo_DiCaprio,Titanic,793059,0,TRUE,USA,PG-13,200000000,1997,7.7,2.35
TRUE,Anthony_Russo,516,147,21000,407197282,Robert_Downey_Jr.,Captain_America_Civil_War,272670,0,TRUE,USA,PG-13,250000000,2016,8.2,2.35
TRUE,Peter_Berg,377,131,14000,65173160,Liam_Neeson,Battleship,202382,0,TRUE,USA,PG-13,209000000,2012,5.9,2.35
TRUE,Colin_Trevorrow,644,124,3000,652177271,Bryce_Dallas_Howard,Jurassic_World,418214,0,TRUE,USA,PG-13,150000000,2015,7,2
TRUE,Sam_Mendes,750,143,883,304360277,Albert_Finney,Skyfall,522030,0,TRUE,UK,PG-13,200000000,2012,7.8,2.35
TRUE,Sam_Raimi,300,135,24000,373377893,J.K._Simmons,Spider-Man_2,411164,1,TRUE,USA,PG-13,200000000,2004,7.3,2.35
TRUE,Shane_Black,608,195,21000,408992272,Robert_Downey_Jr.,Iron_Man_3,557489,3,TRUE,USA,PG-13,200000000,2013,7.2,2.35
TRUE,Tim_Burton,451,108,40000,334185206,Johnny_Depp,Alice_in_Wonderland,306320,0,TRUE,USA,PG,200000000,2010,6.5,1.85
TRUE,Brett_Ratner,334,104,20000,234360014,Hugh_Jackman,X-Men_The_Last_Stand,383427,0,TRUE,Canada,PG-13,210000000,2006,6.8,2.35
TRUE,Dan_Scanlon,376,104,12000,268488329,Steve_Buscemi,Monsters_University,235025,0,TRUE,USA,G,200000000,2013,7.3,1.85
TRUE,Michael_Bay,366,150,894,402076689,Glenn_Morshower,Transformers_Revenge_of_the_Fallen,323207,0,TRUE,USA,PG-13,200000000,2009,6,2.35
TRUE,Michael_Bay,378,165,974,245428137,Bingbing_Li,Transformers_Age_of_Extinction,242420,2,TRUE,USA,PG-13,210000000,2014,5.7,2.35
TRUE,Sam_Raimi,525,130,44000,234903076,Tim_Holmes,Oz_the_Great_and_Powerful,175409,4,TRUE,USA,PG,215000000,2013,6.4,2.35
TRUE,Marc_Webb,495,142,15000,202853933,Emma_Stone,The_Amazing_Spider-Man_2,321227,0,TRUE,USA,PG-13,200000000,2014,6.7,2.35
TRUE,Joseph_Kosinski,469,125,12000,172051787,Jeff_Bridges,TRON_Legacy,264183,0,TRUE,USA,PG,170000000,2010,6.8,2.35
TRUE,John_Lasseter,304,106,1000,191450875,Joe_Mantegna,Cars_2,101178,0,TRUE,USA,G,200000000,2011,6.3,2.35
TRUE,Martin_Campbell,436,123,16000,116593191,Ryan_Reynolds,Green_Lantern,223393,2,TRUE,USA,PG-13,200000000,2011,5.6,2.35
TRUE,Lee_Unkrich,453,103,15000,414984497,Tom_Hanks,Toy_Story_3,544884,3,TRUE,USA,G,200000000,2010,8.3,1.85
TRUE,McG,422,118,23000,125320003,Christian_Bale,Terminator_Salvation,286095,0,TRUE,USA,PG-13,200000000,2009,6.6,2.35
TRUE,James_Wan,424,140,26000,350034110,Jason_Statham,Furious_7,278232,0,TRUE,USA,PG-13,190000000,2015,7.2,2.35
TRUE,Marc_Forster,654,123,17000,202351611,Peter_Capaldi,World_War_Z,465019,0,TRUE,USA,PG-13,190000000,2013,7,2.35
TRUE,Bryan_Singer,539,149,34000,233914986,Jennifer_Lawrence,X-Men_Days_of_Future_Past,514125,7,TRUE,USA,PG-13,200000000,2014,8,2.35
TRUE,J.J._Abrams,590,132,19000,228756232,Benedict_Cumberbatch,Star_Trek_Into_Darkness,395573,0,TRUE,USA,PG-13,190000000,2013,7.8,2.35
TRUE,Bryan_Singer,338,114,979,65171860,Eddie_Marsan,Jack_the_Giant_Slayer,106416,1,TRUE,USA,PG-13,195000000,2013,6.3,2.35
TRUE,Baz_Luhrmann,490,143,29000,144812796,Leonardo_DiCaprio,The_Great_Gatsby,362912,4,TRUE,Australia,PG-13,105000000,2013,7.3,2.35
TRUE,Mike_Newell,306,116,15000,90755643,Jake_Gyllenhaal,Prince_of_Persia_The_Sands_of_Time,222403,2,TRUE,USA,PG-13,200000000,2010,6.6,2.35
TRUE,Guillermo_del_Toro,575,131,16000,101785482,Charlie_Hunnam,Pacific_Rim,381148,0,TRUE,USA,PG-13,190000000,2013,7,1.85
TRUE,Michael_Bay,428,154,894,352358779,Glenn_Morshower,Transformers_Dark_of_the_Moon,326180,2,TRUE,USA,PG-13,195000000,2011,6.3,2.35
TRUE,Steven_Spielberg,470,122,11000,317011114,Harrison_Ford,Indiana_Jones_and_the_Kingdom_of_the_Crystal_Skull,333847,2,TRUE,USA,PG-13,185000000,2008,6.2,2.35
TRUE,Mark_Andrews,488,93,2000,237282182,Kelly_Macdonald,Brave,273556,0,TRUE,USA,PG,185000000,2012,7.2,2.35
TRUE,Justin_Lin,322,122,998,130468626,Sofia_Boutella,Star_Trek_Beyond,53607,4,TRUE,USA,PG-13,185000000,2016,7.5,2.35
TRUE,Andrew_Stanton,421,98,1000,223806889,John_Ratzenberger,WALL·E,718837,0,TRUE,USA,G,180000000,2008,8.4,2.35
TRUE,Brett_Ratner,162,91,268,140080850,Tzi_Ma,Rush_Hour_3,121084,2,TRUE,USA,PG-13,140000000,2007,6.2,2.35
TRUE,Roland_Emmerich,367,158,1000,166112167,Oliver_Platt,2012,283418,0,TRUE,USA,PG-13,200000000,2009,5.8,2.35
TRUE,Robert_Zemeckis,240,96,18000,137850096,Robin_Wright,A_Christmas_Carol,72809,0,TRUE,USA,PG,200000000,2009,6.8,2.35
TRUE,Lana_Wachowski,384,127,17000,47375327,Channing_Tatum,Jupiter_Ascending,139593,1,TRUE,USA,PG-13,176000000,2015,5.4,2.35
TRUE,David_Yates,248,110,11000,124051759,Christoph_Waltz,The_Legend_of_Tarzan,42372,2,TRUE,USA,PG-13,180000000,2016,6.6,2.35
TRUE,Andrew_Adamson,284,150,1000,291709845,Jim_Broadbent,The_Chronicles_of_Narnia,286506,5,TRUE,USA,PG,180000000,2005,6.9,2.35
TRUE,Bryan_Singer,396,144,34000,154985087,Jennifer_Lawrence,X-Men_Apocalypse,148379,6,TRUE,USA,PG-13,178000000,2016,7.3,2.35
TRUE,Christopher_Nolan,645,152,23000,533316061,Christian_Bale,The_Dark_Knight,1676169,0,TRUE,USA,PG-13,185000000,2008,9,2.35
TRUE,Pete_Docter,408,96,1000,292979556,John_Ratzenberger,Up,665575,1,TRUE,USA,PG,175000000,2009,8.3,1.85
TRUE,Rob_Letterman,219,94,1000,198332128,Amy_Poehler,Monsters_vs._Aliens,114553,2,TRUE,USA,PG,175000000,2009,6.5,2.35
TRUE,Jon_Favreau,486,126,21000,318298180,Robert_Downey_Jr.,Iron_Man,696338,3,TRUE,USA,PG-13,140000000,2008,7.9,2.35
TRUE,Martin_Scorsese,682,126,17000,73820094,Chloë_Grace_Moretz,Hugo,245333,0,TRUE,USA,PG,170000000,2011,7.5,1.85
TRUE,Barry_Sonnenfeld,85,106,10000,113745408,Will_Smith,Wild_Wild_West,129601,2,TRUE,USA,PG-13,170000000,1999,4.8,1.85
TRUE,Rob_Cohen,264,112,5000,102176165,Jet_Li,The_Mummy_Tomb_of_the_Dragon_Emperor,117927,2,TRUE,USA,PG-13,145000000,2008,5.2,2.35
TRUE,David_Ayer,418,123,10000,161087183,Will_Smith,Suicide_Squad,118992,8,TRUE,USA,PG-13,175000000,2016,6.9,2.35
TRUE,Tom_Shadyac,186,96,87000,100289690,Jimmy_Bennett,Evan_Almighty,115099,0,TRUE,USA,PG,175000000,2007,5.4,2.35
TRUE,Doug_Liman,585,113,10000,100189501,Tom_Cruise,Edge_of_Tomorrow,431620,1,TRUE,USA,PG-13,178000000,2014,7.9,2.35
TRUE,Kevin_Reynolds,91,176,711,88246220,Jeanne_Tripplehorn,Waterworld,144337,0,TRUE,USA,PG-13,175000000,1995,6.1,1.85
TRUE,Stephen_Sommers,250,118,23000,150167630,Joseph_Gordon-Levitt,G.I._Joe_The_Rise_of_Cobra,174578,4,TRUE,USA,PG-13,175000000,2009,5.8,2.35
TRUE,Pete_Docter,536,95,1000,356454367,Amy_Poehler,Inside_Out,345198,1,TRUE,USA,PG,175000000,2015,8.3,1.85
TRUE,Jon_Favreau,370,106,19000,362645141,Scarlett_Johansson,The_Jungle_Book,106072,0,TRUE,UK,PG,175000000,2016,7.8,1.85
TRUE,Jon_Favreau,453,124,21000,312057433,Robert_Downey_Jr.,Iron_Man_2,522371,4,TRUE,USA,PG-13,200000000,2010,7,2.35
TRUE,Rupert_Sanders,416,132,26000,155111815,Chris_Hemsworth,Snow_White_and_the_Huntsman,228554,0,TRUE,USA,PG-13,170000000,2012,6.1,2.35
TRUE,Robert_Stromberg,401,97,11000,241407328,Angelina_Jolie_Pitt,Maleficent,252257,2,TRUE,USA,PG,180000000,2014,7,2.35
TRUE,Matt_Reeves,521,130,10000,208543795,Gary_Oldman,Dawn_of_the_Planet_of_the_Apes,317542,0,TRUE,USA,PG-13,170000000,2014,7.6,1.85
TRUE,Carl_Rinsch,218,128,18000,38297305,Keanu_Reeves,47_Ronin,116994,2,TRUE,USA,PG-13,175000000,2013,6.3,2.35
TRUE,Anthony_Russo,576,136,19000,259746958,Scarlett_Johansson,Captain_America_The_Winter_Soldier,496749,1,TRUE,USA,PG-13,170000000,2014,7.8,2.35
TRUE,Mike_Mitchell,226,93,4000,238371987,Jon_Hamm,Shrek_Forever_After,138661,2,TRUE,USA,PG,165000000,2010,6.4,2.35
TRUE,Brad_Bird,443,130,2000,93417865,Judy_Greer,Tomorrowland,128306,2,TRUE,USA,PG,190000000,2015,6.5,2.2
TRUE,Don_Hall,384,102,756,222487711,Damon_Wayans_Jr.,Big_Hero_6,279093,0,TRUE,USA,PG,165000000,2014,7.9,2.39
TRUE,Rich_Moore,377,101,975,189412677,Jack_McBrayer,Wreck-It_Ralph,272534,1,TRUE,USA,PG,165000000,2012,7.8,2.35
TRUE,Robert_Zemeckis,188,100,15000,665426,Tom_Hanks,The_Polar_Express,120798,0,TRUE,USA,G,165000000,2004,6.6,2.35
TRUE,Roland_Emmerich,286,120,890,102315545,Vivica_A._Fox,Independence_Day_Resurgence,58137,0,TRUE,USA,PG-13,165000000,2016,5.5,2.35
TRUE,Dean_DeBlois,288,98,18000,217387997,Gerard_Butler,How_to_Train_Your_Dragon,485430,0,TRUE,USA,PG,165000000,2010,8.2,2.35
TRUE,Jonathan_Mostow,280,109,648,150350192,Nick_Stahl,Terminator_3_Rise_of_the_Machines,305340,0,TRUE,USA,R,200000000,2003,6.4,2.35
TRUE,James_Gunn,653,121,14000,333130696,Bradley_Cooper,Guardians_of_the_Galaxy,682155,3,TRUE,USA,PG-13,170000000,2014,8.1,2.35
TRUE,Christopher_Nolan,712,169,11000,187991439,Matthew_McConaughey,Interstellar,928227,1,TRUE,USA,PG-13,165000000,2014,8.6,2.35
TRUE,Christopher_Nolan,642,148,29000,292568851,Leonardo_DiCaprio,Inception,1468200,0,TRUE,USA,PG-13,160000000,2010,8.8,2.35
TRUE,Rob_Cohen,187,106,23000,144512310,Paul_Walker,The_Fast_and_the_Furious,272223,2,TRUE,USA,PG-13,38000000,2001,6.7,2.35
TRUE,David_Fincher,362,166,11000,127490802,Brad_Pitt,The_Curious_Case_of_Benjamin_Button,459346,2,TRUE,USA,PG-13,150000000,2008,7.8,2.35
TRUE,Matthew_Vaughn,500,132,34000,146405371,Jennifer_Lawrence,X-Men_First_Class,518537,3,TRUE,USA,PG-13,160000000,2011,7.8,2.35
TRUE,Francis_Lawrence,389,137,34000,281666058,Jennifer_Lawrence,The_Hunger_Games_Mockingjay_-_Part_2,166137,1,TRUE,USA,PG-13,160000000,2015,6.6,2.35
TRUE,Jon_Turteltaub,235,109,12000,63143812,Nicolas_Cage,The_Sorcerer's_Apprentice,124185,0,TRUE,USA,PG,150000000,2010,6.1,2.35
TRUE,Wolfgang_Petersen,231,98,87000,60655503,Jimmy_Bennett,Poseidon,82380,0,TRUE,USA,PG-13,160000000,2006,5.6,2.35
TRUE,James_Bobin,218,113,40000,76846624,Johnny_Depp,Alice_Through_the_Looking_Glass,21352,1,TRUE,USA,PG,170000000,2016,6.4,1.85
TRUE,Chris_Miller,227,93,3000,320706665,Justin_Timberlake,Shrek_the_Third,211971,2,TRUE,USA,PG,160000000,2007,6.1,1.85
TRUE,Duncan_Jones,275,123,3000,46978995,Dominic_Cooper,Warcraft,111609,0,TRUE,USA,PG-13,160000000,2016,7.3,2.35
TRUE,Alan_Taylor,474,126,24000,89732035,J.K._Simmons,Terminator_Genisys,188457,2,TRUE,USA,PG-13,155000000,2015,6.6,2.35
TRUE,Michael_Apted,228,113,531,104383624,Bruce_Spence,The_Chronicles_of_Narnia_The_Voyage_of_the_Dawn_Treader,106446,4,TRUE,USA,PG,155000000,2010,6.3,1.78
 FALSE,Michael_Bay,191,184,3000,198539855,Jennifer_Garner,Pearl_Harbor,254111,0,TRUE,USA,PG-13,140000000,2001,6.1,2.35
TRUE,Michael_Bay,396,144,662,318759914,Zack_Ward,Transformers,513158,0,TRUE,USA,PG-13,150000000,2007,7.1,2.35
TRUE,Oliver_Stone,248,206,12000,34293771,Anthony_Hopkins,Alexander,138863,3,TRUE,Germany,R,155000000,2004,5.5,2.35
TRUE,David_Yates,329,138,21000,292000866,Robert_Pattinson,Harry_Potter_and_the_Order_of_the_Phoenix,355137,3,TRUE,UK,PG-13,150000000,2007,7.5,2.35
TRUE,Mike_Newell,295,157,21000,289994397,Robert_Pattinson,Harry_Potter_and_the_Goblet_of_Fire,385670,1,TRUE,UK,PG-13,150000000,2005,7.6,2.35
TRUE,Peter_Berg,318,102,10000,227946274,Will_Smith,Hancock,343648,0,TRUE,USA,PG-13,150000000,2008,6.4,2.35
TRUE,Francis_Lawrence,323,104,10000,256386216,Will_Smith,I_Am_Legend,530870,0,TRUE,USA,PG-13,150000000,2007,7.2,2.35
TRUE,Tim_Burton,276,115,40000,206456431,Johnny_Depp,Charlie_and_the_Chocolate_Factory,320284,3,TRUE,USA,PG,150000000,2005,6.7,1.85
TRUE,Brad_Bird,318,111,1000,206435493,Janeane_Garofalo,Ratatouille,473887,0,TRUE,USA,G,150000000,2007,8,2.35
TRUE,Christopher_Nolan,478,128,23000,205343774,Christian_Bale,Batman_Begins,980946,0,TRUE,USA,PG-13,150000000,2005,8.3,2.35
TRUE,Eric_Darnell,167,89,1000,179982968,Bernie_Mac,Madagascar_Escape_2_Africa,146019,0,TRUE,USA,PG,150000000,2008,6.7,1.85
TRUE,Shawn_Levy,185,105,49000,177243721,Robin_Williams,Night_at_the_Museum_Battle_of_the_Smithsonian,130272,2,TRUE,USA,PG,150000000,2009,5.9,2.35
TRUE,Gavin_Hood,350,119,20000,179883016,Hugh_Jackman,X-Men_Origins_Wolverine,361924,0,TRUE,USA,PG-13,150000000,2009,6.7,2.35
TRUE,Lana_Wachowski,245,129,309,139259759,Essie_Davis,The_Matrix_Revolutions,364948,0,TRUE,Australia,R,150000000,2003,6.7,2.35
TRUE,Chris_Buck,406,102,1000,400736600,Josh_Gad,Frozen,421658,0,TRUE,USA,PG,150000000,2013,7.6,2.24
TRUE,Lana_Wachowski,275,138,234,281492479,Steve_Bastoni,The_Matrix_Reloaded,421818,0,TRUE,USA,R,150000000,2003,7.2,2.35
TRUE,Alan_Taylor,486,112,26000,206360018,Chris_Hemsworth,Thor_The_Dark_World,414070,3,TRUE,USA,PG-13,170000000,2013,7.1,2.35
TRUE,George_Miller,739,120,27000,153629485,Tom_Hardy,Mad_Max_Fury_Road,552503,0,TRUE,Australia,R,150000000,2015,8.1,2.35
TRUE,Ron_Howard,298,146,15000,133375846,Tom_Hanks,Angels_&_Demons,207839,2,TRUE,USA,PG-13,150000000,2009,6.7,2.35
TRUE,Kenneth_Branagh,516,115,26000,181015141,Chris_Hemsworth,Thor,536314,1,TRUE,USA,PG-13,150000000,2011,7,2.35
TRUE,Byron_Howard,225,96,17000,114053579,Chloë_Grace_Moretz,Bolt,146766,0,TRUE,USA,PG,150000000,2008,6.9,1.85
TRUE,Hoyt_Yeatman,145,88,730,119420252,Kelli_Garner,G-Force,33042,0,TRUE,USA,PG,150000000,2009,5.1,2.35
TRUE,Jonathan_Liebesman,310,99,14000,83640426,Liam_Neeson,Wrath_of_the_Titans,152826,0,TRUE,USA,PG-13,150000000,2012,5.8,1.85
TRUE,Tim_Burton,526,113,40000,79711678,Johnny_Depp,Dark_Shadows,199039,7,TRUE,USA,PG-13,100000000,2012,6.2,1.85
TRUE,Christopher_McQuarrie,465,131,10000,195000874,Tom_Cruise,Mission_Impossible_-_Rogue_Nation,232187,0,TRUE,China,PG-13,150000000,2015,7.4,2.35
TRUE,Joe_Johnston,357,119,12000,61937495,Anthony_Hopkins,The_Wolfman,89442,0,TRUE,USA,R,150000000,2010,5.8,1.85
TRUE,David_Yates,248,110,11000,124051759,Christoph_Waltz,The_Legend_of_Tarzan,42372,2,TRUE,USA,PG-13,180000000,2016,6.6,2.35
TRUE,Steve_Hickner,194,91,2000,126597121,Matthew_Broderick,Bee_Movie,105902,0,TRUE,USA,PG,150000000,2007,6.2,1.85
TRUE,Jennifer_Yuh_Nelson,284,90,11000,165230261,Angelina_Jolie_Pitt,Kung_Fu_Panda_2,182718,0,TRUE,USA,PG,150000000,2011,7.3,2.35
TRUE,M._Night_Shyamalan,280,103,1000,131564731,Seychelle_Gabriel,The_Last_Airbender,118951,0,TRUE,USA,PG,150000000,2010,4.2,2.35
TRUE,J.J._Abrams,310,124,22000,133382309,Philip_Seymour_Hoffman,Mission_Impossible_III,256695,0,TRUE,USA,PG-13,150000000,2006,6.9,2.35
TRUE,Roland_Emmerich,339,131,17000,73103784,Channing_Tatum,White_House_Down,164238,2,TRUE,USA,PG-13,150000000,2013,6.4,2.35
TRUE,Simon_Wells,132,88,921,21379315,Elisabeth_Harnois,Mars_Needs_Moms,17590,0,TRUE,USA,PG,150000000,2011,5.4,2.35
TRUE,David_Bowers,135,85,20000,64459316,Hugh_Jackman,Flushed_Away,85086,0,TRUE,UK,PG,149000000,2006,6.7,1.85
TRUE,Joe_Wright,256,111,20000,34964818,Hugh_Jackman,Pan,39956,4,TRUE,USA,PG,150000000,2015,5.8,2.35
TRUE,Rob_Minkoff,196,92,3000,111505642,Ty_Burrell,Mr._Peabody_&_Sherman,47900,2,TRUE,USA,PG,145000000,2014,6.9,1.85
TRUE,Wolfgang_Petersen,220,196,11000,133228348,Brad_Pitt,Troy,381672,2,TRUE,USA,R,175000000,2004,7.2,2.35
TRUE,Eric_Darnell,211,93,851,216366733,Jada_Pinkett_Smith,Madagascar_3_Europe's_Most_Wanted,119213,0,TRUE,USA,PG,145000000,2012,6.9,1.85
 FALSE,Lee_Tamahori,264,133,769,160201106,Toby_Stephens,Die_Another_Day,169914,0,TRUE,UK,PG-13,142000000,2002,6.1,2.35
TRUE,Paul_Feig,464,116,783,118099659,Ed_Begley_Jr.,Ghostbusters,69757,4,TRUE,USA,PG-13,144000000,2016,5.5,2.35
TRUE,Michael_Bay,167,153,13000,201573391,Bruce_Willis,Armageddon,322395,0,TRUE,USA,PG-13,140000000,1998,6.6,2.35
TRUE,Barry_Sonnenfeld,208,88,10000,190418803,Will_Smith,Men_in_Black_II,270207,2,TRUE,USA,PG-13,140000000,2002,6.1,1.85
TRUE,Robert_Zemeckis,287,115,18000,82161969,Robin_Wright,Beowulf,142440,1,TRUE,USA,PG-13,150000000,2007,6.3,2.35
TRUE,Alessandro_Carloni,210,95,24000,143523463,J.K._Simmons,Kung_Fu_Panda_3,64322,0,TRUE,USA,PG,145000000,2016,7.2,2.35
TRUE,Brad_Bird,432,133,10000,209364921,Tom_Cruise,Mission_Impossible_-_Ghost_Protocol,365104,3,TRUE,USA,PG-13,145000000,2011,7.4,2.35
TRUE,Peter_Ramsey,256,97,20000,103400692,Hugh_Jackman,Rise_of_the_Guardians,123553,0,TRUE,USA,PG,145000000,2012,7.3,1.85
TRUE,Dean_Parisot,135,90,957,110332737,John_Michael_Higgins,Fun_with_Dick_and_Jane,110788,1,TRUE,USA,PG-13,100000000,2005,6.1,2.35
TRUE,Edward_Zwick,190,154,10000,111110575,Tom_Cruise,The_Last_Samurai,317166,1,TRUE,USA,R,140000000,2003,7.7,2.35
TRUE,Ridley_Scott,314,150,23000,65007045,Christian_Bale,Exodus_Gods_and_Kings,128682,0,TRUE,UK,PG-13,140000000,2014,6.1,2.35
TRUE,J.J._Abrams,518,127,26000,257704099,Chris_Hemsworth,Star_Trek,504419,0,TRUE,USA,PG-13,150000000,2009,8,2.35
TRUE,Sam_Raimi,291,121,24000,403706375,J.K._Simmons,Spider-Man,544665,0,TRUE,USA,PG-13,139000000,2002,7.3,1.85
TRUE,Dean_DeBlois,292,102,18000,176997107,Gerard_Butler,How_to_Train_Your_Dragon_2,221128,5,TRUE,USA,PG,145000000,2014,7.9,2.35
TRUE,Alex_Proyas,184,126,18000,31141074,Gerard_Butler,Gods_of_Egypt,51892,4,TRUE,USA,PG-13,140000000,2016,5.5,2.35
TRUE,Rob_Cohen,145,121,820,31704416,Sam_Shepard,Stealth,45455,0,TRUE,USA,PG-13,135000000,2005,5,2.35
TRUE,Zack_Snyder,451,215,986,107503316,Matt_Frewer,Watchmen,392474,1,TRUE,USA,R,130000000,2009,7.7,2.35
